PremiseID,PremisesName,AltPremisesName,Customer,TenancyUnitShopOrLevel,BuildingType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,RatingReferenceNumber,RatingType,RatingScope,CertificateValidTo,EnergyStarRatingValue,EnergyGPStarRatingValueNoGP,SectorComparisonDial,RatingProgressMetricForEnergyWithoutGreenPower,EnergyGreenPowerPercent,EnergyGreenPower,WasteStarRatingValue,IEQStarRatingValue,GHGEmissionsScope123WithRenewableElectricity,GHGEmissionsScope123WithoutRenewableElectricity,GHGEmissionsScope123PerM2WithRenewableElectricity,GHGEmissionsScope123PerM2WithoutRenewableElectricity,EnergyIntensity,GHGEmissionsScope123PerRoom,GHGEmissionsScope123PerRoomNoGP,TotalEnergyUse,CarbonNeutral,CarbonNeutralExpiryDate,WaterStarRatingValue,WaterStarRatingValueNoRW,RatingProgressMetricForWaterWithoutRecycledWater,RatingProgressMetricForWaterWithRecycledWater,WaterRecycledPercent,WaterRecycled,WaterConsumption,WaterConsumptionWoRW,WaterIntensity,WaterIntensityNoRW,ThermalComfortScore,AirQualityScore,AcousticComfortScore,LightingScore,OfficeLayoutScore,RecycleRate,WasteIntensity,MainRatingAttribute,AAAStarRatingValue,DataCentre_PUE,HospitalPeerGroup,RetailStoreCategory,School_SubSector,School_Remoteness,RatedElectricity,RatedGas,SchoolRatedLPG,GasAndLPG_REI%,RatedDiesel,Diesel_REI%,REIResult_%,REIResult1dp_%,TotalRenewableElectricity_kWh,NonRenewableElectricity_kWh,NonRenewableElectricity_REI%,OnsitePVCapacity_kW,OnsiteRenewableElectricity_kWh,OnsiteRenewableElectricity_REI%,RETandStateTerritoryTargets_kWh,RETandStateTerritorytargets_REI%,GreenPower_kWh,GreenPower_REI%,OtherVoluntaryPurchases_kWh,OtherVoluntaryPurchases_REI%,EmbodiedCarbonStarRating,RatingProgressMetricForEmbodiedCarbon,CarbonIntensityPerM2,TotalEmissionsA1-A5,TotalStoredEmissions_KGCO2e,TotalStoredEmissions_%,TotalOffsetEmissions_KGCO2e,TotalOffsetEmissions_%
P7560,30 ROSS ST FOREST LODGE,30 ROSS ST FOREST LODGE,Kooee Mobile Pty Limited,,Office,="30",ROSS ST,FOREST LODGE,NSW,2037,-33.88325492,151.18258351,OF32433,Energy,Whole Building,21/08/2025,0.00,0.00,,0.0,0.00,NO,,,5333396.81,5261805.13,1135.68,1120.43,5574.00,,,26180003.84,NO,,,,,,,,,,,,,,,,,,,4696.20,,,,,,,7159168.18,0.00,,0.00,10544.00,1.50,19.00,19.10,1396767.67,5818878.01,79.40,99.83,56477.50,0.80,1340290.17,18.30,0.00,0.00,0.00,0.00,,,,,,,,,
P7566,124 South Terrace,124 South Terrace,124-130 SOUTH TERRACE PTY LTD,,Office,="124",SOUTH TCE,ADELAIDE,SA,5000,-34.93554336,138.59783185,OF32652,Energy,Base Building,14/09/2025,2.00,2.00,,2.3,0.00,NO,,,371421.32,197481.73,115.04,61.16,759.00,,,2450970.01,NO,,,,,,,,,,,,,,,,,,,3228.50,,,,,,,424242.89,923695.61,,37.70,0.00,0.00,12.00,11.70,79423.83,344819.06,50.60,,0.00,0.00,79423.83,11.70,0.00,0.00,0.00,0.00,,,,,,,,,
P7567,Stage 5,Cascom Stage 5,Sentinel Regional Office Trust ATF Sentinel Regional Office Trust,,Office,="17",SCATURCHIO ST,CASUARINA,NT,0810,-12.37249895,130.88092500,OF33543,Energy,Whole Building,24/10/2025,2.50,2.50,,2.8,0.00,NO,,,529448.55,436971.33,207.01,170.84,1014.00,,,2595647.69,NO,,,,,,,,,,,,,,,,,,,2557.66,,,,,,,711363.25,0.00,,0.00,900.00,1.30,18.00,18.50,133176.53,578186.72,80.20,,0.00,0.00,133176.53,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P7567,Stage 5,Cascom Stage 5,Sentinel Regional Office Trust ATF Sentinel Regional Office Trust,,Office,="17",SCATURCHIO ST,CASUARINA,NT,0810,-12.37249895,130.88092500,OF33543,Water,Whole Building,24/10/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.3,4.3,0.00,NO,2421.880,2421.880,0.940,0.940,,,,,,,,2557.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7570,34 Southgate Avenue,34 Southgate Avenue,360 CAPITAL GROUP LIMITED,,Office,="34",SOUTHGATE AV,CANNON HILL,QLD,4170,-27.46692557,153.09332570,OF34050,Energy,Base Building,31/03/2026,6.00,5.00,,5.0,100.00,YES,,,0.00,259118.78,0.00,91.03,372.00,,,1060031.37,NO,,,,,,,,,,,,,,,,,,,2846.36,,,,,,,294453.16,0.00,,0.00,0.00,0.00,100.00,100.00,370567.46,0.00,0.00,99.00,76114.30,20.50,0.00,0.00,294453.16,79.50,0.00,0.00,,,,,,,,,
P7570,34 Southgate Avenue,34 Southgate Avenue,360 CAPITAL GROUP LIMITED,,Office,="34",SOUTHGATE AV,CANNON HILL,QLD,4170,-27.46692557,153.09332570,OF34050,Water,Base Building,31/03/2026,,,,,100.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.9,4.9,0.00,NO,1152.490,1152.490,0.400,0.400,,,,,,,,2846.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7572,Seabrook Aged Care,Seabrook Aged Care,Australian Unity Funds Management,,Residential aged care,="15",BONTON AV,DECEPTION BAY,QLD,4508,-27.19821991,153.03441011,AC33241,Energy,Residential aged care,12/01/2026,4.50,4.50,,4.9,0.00,NO,,,394351.66,458672.93,9.13,10.61,59.11,,,2554800.89,NO,,,,,,,,,,,,,,,,,,,122.00,,,,,,,459437.70,900053.17,,35.20,20.00,0.00,12.00,12.10,85639.19,373798.51,52.70,0.00,0.00,0.00,85639.19,12.10,0.00,0.00,0.00,0.00,,,,,,,,,
P7572,Seabrook Aged Care,Seabrook Aged Care,Australian Unity Funds Management,,Residential aged care,="15",BONTON AV,DECEPTION BAY,QLD,4508,-27.19821991,153.03441011,AC33241,Water,Residential aged care,12/01/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,5.4,5.4,0.00,NO,7214.600,7214.600,0.160,0.160,,,,,,,,122.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7573,Capella Bay,Capella Bay,Australian Unity Funds Management,,Residential aged care,="260",OLD CLEVELAND RD,CAPALABA,QLD,4157,-27.51853110,153.20132413,AC33277,Energy,Residential aged care,28/12/2025,4.00,4.00,,4.1,0.00,NO,,,585556.17,684229.57,12.32,14.39,75.69,,,3598093.99,NO,,,,,,,,,,,,,,,,,,,133.00,,,,,,,704810.06,1060777.78,,29.50,0.00,0.00,13.00,13.10,131376.60,573433.46,57.40,0.00,0.00,0.00,131376.60,13.10,0.00,0.00,0.00,0.00,,,,,,,,,
P7573,Capella Bay,Capella Bay,Australian Unity Funds Management,,Residential aged care,="260",OLD CLEVELAND RD,CAPALABA,QLD,4157,-27.51853110,153.20132413,AC33277,Water,Residential aged care,28/12/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.1,4.1,0.00,NO,14912.580,14912.580,0.310,0.310,,,,,,,,133.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7583,403 GEORGE ST SYDNEY,403 GEORGE ST SYDNEY,The Hospitals Contribution Fund of Australia Ltd,,Office,="403",GEORGE ST,SYDNEY,NSW,2000,-33.87014765,151.20656145,OF33488,Energy,Base Building,08/12/2025,6.00,4.50,,4.7,57.93,YES,,,242276.19,743080.80,21.61,66.26,360.00,,,4038541.52,NO,,,,,,,,,,,,,,,,,,,11213.30,,,,,,,968814.97,539999.63,,13.40,280.00,0.30,66.00,66.10,741853.21,226961.76,20.20,,0.00,0.00,180587.11,16.10,561266.10,50.00,0.00,0.00,,,,,,,,,
P7587,157 OXLEY STATION RD OXLEY,157 OXLEY STATION RD OXLEY,The Trust Company (Australia) Ltd ACF Haben Number 6 Trust,,Shopping Centre,="157",OXLEY STATION RD,OXLEY,QLD,4075,-27.55334305,152.97486559,SC33748,Energy,Not applicable,26/12/2025,1.50,1.50,,1.6,0.00,NO,,,205430.85,244296.00,42.12,50.00,204.00,,,999393.33,NO,,,,,,,,,,,,,,,,,,,4877.00,,,,,,,277609.26,0.00,,0.00,0.00,0.00,19.00,18.60,51746.37,225862.89,81.40,,0.00,0.00,51746.37,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P7587,157 OXLEY STATION RD OXLEY,157 OXLEY STATION RD OXLEY,The Trust Company (Australia) Ltd ACF Haben Number 6 Trust,,Shopping Centre,="157",OXLEY STATION RD,OXLEY,QLD,4075,-27.55334305,152.97486559,SC33748,Water,Not applicable,26/12/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.4,4.4,0.00,NO,2635.890,2635.890,0.540,0.540,,,,,,,,4877.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7589,90 MIDDLE ST CLEVELAND,90 MIDDLE ST CLEVELAND,Haben Property Fund Pty,,Shopping Centre,="90",MIDDLE ST,CLEVELAND,QLD,4163,-27.52537452,153.26880190,SC37209,Energy,Not applicable,27/02/2026,5.50,5.50,,5.7,0.00,NO,,,295884.32,351862.00,18.82,22.00,91.00,,,1439437.21,NO,,,,,,,,,,,,,,,,,,,15720.20,,,,,,,399843.67,0.00,,0.00,0.00,0.00,19.00,18.60,74210.99,325632.68,81.40,,0.00,0.00,74210.99,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P7589,90 MIDDLE ST CLEVELAND,90 MIDDLE ST CLEVELAND,Haben Property Fund Pty,,Shopping Centre,="90",MIDDLE ST,CLEVELAND,QLD,4163,-27.52537452,153.26880190,SC37209,Water,Not applicable,27/02/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.0,4.0,0.00,NO,13563.670,13563.670,0.860,0.860,,,,,,,,15720.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7590,2/658 Church street,"Building 2, 658 Church street",Terraplex Pty Ltd,,Office,="2/658",Church street,CREMORNE,VIC,3121,-37.83256829,144.99650540,OF33425,Energy,Base Building,01/12/2025,3.50,3.50,,3.8,0.00,NO,,,539461.26,605171.20,75.84,85.08,617.00,,,4388909.24,NO,,,,,,,,,,,,,,,,,,,7112.69,,,,,,,547582.88,2417610.88,,55.10,0.00,0.00,8.00,8.40,101854.01,445728.87,36.60,,0.00,0.00,101854.01,8.40,0.00,0.00,0.00,0.00,,,,,,,,,
P7591,Geelong Grove Retirement Living,Geelong Grove Retirement Living,Australian Unity Funds Management,,Retirement living,="50",BARWARRE RD,MARSHALL,VIC,3216,-38.19173242,144.35326475,RL36942,Energy,Retirement living,05/01/2026,4.00,4.00,,4.3,0.00,NO,,,25869.90,29863.69,0.00,219.58,1045.37,,,142171.33,NO,,,,,,,,,,,,,,,,,,,136.00,,,,,,,33281.60,22357.57,,15.70,0.00,0.00,16.00,15.70,6185.79,27095.81,68.60,,0.00,0.00,6185.79,15.70,0.00,0.00,0.00,0.00,,,,,,,,,
P7591,Geelong Grove Retirement Living,Geelong Grove Retirement Living,Australian Unity Funds Management,,Retirement living,="50",BARWARRE RD,MARSHALL,VIC,3216,-38.19173242,144.35326475,RL36942,Water,Retirement living,05/01/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,2.00,2.00,2.1,2.1,0.00,NO,16496.290,16496.290,121.290,121.290,,,,,,,,136.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7593,Ipswich City Council,Ipswich City Council,Ipswich City Council,,Office,="1",UNION PL,IPSWICH,QLD,4305,-27.61213389,152.75975914,OF28572,Energy,Base Building,19/08/2025,5.50,5.50,,5.9,0.00,NO,,,489083.40,579786.20,40.50,48.01,206.00,,,2488905.24,NO,,,,,,,,,,,,,,,,,,,12075.00,,,,,,,647877.23,148827.22,,5.30,200.00,0.30,28.00,27.60,217183.11,526586.12,66.90,70.30,95892.00,12.20,121291.11,15.40,0.00,0.00,0.00,0.00,,,,,,,,,
P7593,Ipswich City Council,Ipswich City Council,Ipswich City Council,,Office,="1",UNION PL,IPSWICH,QLD,4305,-27.61213389,152.75975914,OF28572,Water,Base Building,19/08/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.9,4.9,0.00,NO,4835.330,4835.330,0.400,0.400,,,,,,,,12075.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7596,Jesmond Central,Jesmond Central,Haben Property Fund Pty,,Shopping Centre,="26",BLUE GUM RD,JESMOND,NSW,2299,-32.90325727,151.69063550,SC32923,Energy,Not applicable,17/08/2025,5.00,5.00,,,0.00,NO,,,775501.02,794850.00,38.67,40.00,197.00,,,3955627.35,NO,,,,,,,,,,,,,,,,,,,20056.25,,,,,,,967463.00,472760.55,,12.00,0.00,0.00,17.00,16.50,181502.40,785960.60,71.50,,0.00,0.00,181502.40,16.50,0.00,0.00,0.00,0.00,,,,,,,,,
P7596,Jesmond Central,Jesmond Central,Haben Property Fund Pty,,Shopping Centre,="26",BLUE GUM RD,JESMOND,NSW,2299,-32.90325727,151.69063550,SC32923,Water,Not applicable,17/08/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,3.50,3.50,,,0.00,NO,19343.950,19343.950,0.960,0.960,,,,,,,,20056.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7599,74 GEORGE ST REDFERN,74 GEORGE ST REDFERN,74-76 George St Pty Ltd,,Office,="74",GEORGE ST,REDFERN,NSW,2016,-33.89128963,151.20215682,OF36829,Energy,Whole Building,08/12/2025,5.50,5.50,,5.7,0.00,NO,,,66026.77,65134.52,68.06,67.14,331.00,,,321211.33,NO,,,,,,,,,,,,,,,,,,,970.10,,,,,,,89225.37,0.00,,0.00,0.00,0.00,19.00,18.60,16619.91,72605.46,81.40,,0.00,0.00,16619.91,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P7599,74 GEORGE ST REDFERN,74 GEORGE ST REDFERN,74-76 George St Pty Ltd,,Office,="74",GEORGE ST,REDFERN,NSW,2016,-33.89128963,151.20215682,OF36829,Water,Whole Building,08/12/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.8,4.8,0.00,NO,361.430,361.430,0.370,0.370,,,,,,,,970.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7601,631 KAREL AV JANDAKOT,631 KAREL AV JANDAKOT,JANDAKOT CITY PTY LTD,,Office,="631",KAREL AV,JANDAKOT,WA,6164,-32.09135991,115.87123700,OF32215,Energy,Whole Building,27/10/2025,1.50,1.50,,1.9,0.00,NO,,,427116.16,398256.95,190.13,177.27,924.00,,,2077862.40,NO,,,,,,,,,,,,,,,,,,,2246.50,,,,,,,577184.00,0.00,,0.00,0.00,0.00,19.00,18.70,108056.41,469127.59,81.30,,0.00,0.00,108056.41,18.70,0.00,0.00,0.00,0.00,,,,,,,,,
P7603,The Woolstores Shed 72,4F HUNTLEY ST ALEXANDRIA,City of Sydney,,Office,="4F",HUNTLEY ST,ALEXANDRIA,NSW,2015,-33.91165979,151.19127913,OF37504,Energy,Base Building,02/03/2026,6.00,6.00,,6.0,0.00,NO,,,91634.94,90400.28,28.22,27.84,137.00,,,447565.13,NO,,,,,,,,,,,,,,,,,,,3246.70,,,,,,,123465.87,0.00,,0.00,80.00,0.70,18.00,18.40,22816.49,100649.38,81.00,,0.00,0.00,22816.49,18.40,0.00,0.00,0.00,0.00,,,,,,,,,
P7603,The Woolstores Shed 72,4F HUNTLEY ST ALEXANDRIA,City of Sydney,,Office,="4F",HUNTLEY ST,ALEXANDRIA,NSW,2015,-33.91165979,151.19127913,OF37504,Water,Base Building,02/03/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.9,4.9,0.00,NO,1133.000,1133.000,0.340,0.340,,,,,,,,3246.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7605,7 MACQUARIE PL SYDNEY,7 MACQUARIE PL SYDNEY,GPT Property Management Pty Limited,,Office,="7",MACQUARIE PL,SYDNEY,NSW,2000,-33.86266277,151.20988822,OF33525,Energy,Base Building,12/10/2025,5.00,5.00,,5.0,0.00,NO,,,18792.74,648202.95,1.56,53.83,281.00,,,3394387.18,YES,12/10/2025,,,,,,,,,,,,,,,,,,12040.70,,,,,,,862205.78,289519.98,,8.50,24.00,0.00,91.00,91.40,862205.78,0.00,0.00,,0.00,0.00,161205.78,17.10,0.00,0.00,701000.00,74.30,,,,,,,,,
P7605,7 MACQUARIE PL SYDNEY,7 MACQUARIE PL SYDNEY,GPT Property Management Pty Limited,,Office,="7",MACQUARIE PL,SYDNEY,NSW,2000,-33.86266277,151.20988822,OF33525,Water,Base Building,12/10/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,YES,12/10/2025,4.50,4.50,4.5,4.5,0.00,NO,5896.110,5896.110,0.480,0.480,,,,,,,,12040.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7607,81 ELIZABETH ST HOBART,81 ELIZABETH ST HOBART,Sultan Holdings Pty Ltd,,Office,="81",ELIZABETH ST,HOBART,TAS,7000,-42.88094904,147.32709364,OF33587,Energy,Whole Building,28/09/2025,1.50,1.50,,1.8,0.00,NO,,,437176.63,142147.74,190.53,61.95,1225.00,,,2811993.22,NO,,,,,,,,,,,,,,,,,,,2294.51,,,,,,,500048.97,1011816.93,,36.00,0.00,0.00,12.00,12.00,93812.47,406236.50,52.00,,0.00,0.00,93812.47,12.00,0.00,0.00,0.00,0.00,,,,,,,,,
P7608,431 KING WILLIAM ST ADELAIDE,431 KING WILLIAM ST ADELAIDE,QE MF 102 Pty Ltd,,Office,="431",KING WILLIAM ST,ADELAIDE,SA,5000,-34.93540764,138.60003900,OF33052,Energy,Base Building,13/09/2025,5.00,5.00,,5.2,0.00,NO,,,389047.56,233821.96,34.78,20.90,278.00,,,3112663.90,NO,,,,,,,,,,,,,,,,,,,11185.62,,,,,,,378599.00,1749707.50,,56.20,0.00,0.00,8.00,8.20,70829.05,307769.95,35.60,,0.00,0.00,70829.05,8.20,0.00,0.00,0.00,0.00,,,,,,,,,
P7610,54 WELLINGTON ST COLLINGWOOD,54 WELLINGTON ST COLLINGWOOD,Impact Funds Management Ltd ATF IIG Northumberland Development Trust,,Office,="54",WELLINGTON ST,COLLINGWOOD,VIC,3066,-37.80726471,144.98660976,OF28915,Energy,Base Building,31/10/2025,6.00,5.00,,5.0,99.72,YES,,,88588.27,553734.89,6.71,41.93,268.00,,,3538736.92,YES,31/10/2025,,,,,,,,,,,,,,,,,,13203.73,,,,,,,540868.16,1585165.35,,44.80,167.00,0.20,55.00,55.00,540868.16,0.00,0.00,46.30,0.00,0.00,1502.06,0.20,539366.10,54.90,0.00,0.00,,,,,,,,,
P7610,54 WELLINGTON ST COLLINGWOOD,54 WELLINGTON ST COLLINGWOOD,Impact Funds Management Ltd ATF IIG Northumberland Development Trust,,Office,="54",WELLINGTON ST,COLLINGWOOD,VIC,3066,-37.80726471,144.98660976,OF28915,Water,Base Building,31/10/2025,,,,,99.72,,,,0.00,0.00,0.00,0.00,,,,,YES,31/10/2025,5.00,5.00,5.0,5.0,0.00,NO,4443.950,4443.950,0.330,0.330,,,,,,,,13203.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7611,420 GEORGE ST SYDNEY,420 GEORGE ST SYDNEY,Sumitomo Metal Mining Oceania Pty Ltd,L27 Suite 02,Office,="420",GEORGE ST,SYDNEY,NSW,2000,-33.86976654,151.20790294,OF32786,Energy,Tenancy,29/08/2025,5.50,5.50,,5.5,0.00,NO,,,5447.38,5588.87,26.16,26.84,122.00,,,25468.27,NO,,,,,,,,,,,,,,,,,,,208.20,,,,,,,7074.52,0.00,,0.00,0.00,0.00,19.00,18.80,1327.23,5747.29,81.20,,0.00,0.00,1327.23,18.80,0.00,0.00,0.00,0.00,,,,,,,,,
P7612,Morven Manor,Morven Manor,Australian Unity Funds Management,,Retirement living,="77",TANTI AV,MORNINGTON,VIC,3931,-38.22062525,145.04499754,RL36943,Energy,Retirement living,08/01/2026,0.00,0.00,,0.0,0.00,NO,,,39259.11,44356.61,0.00,583.63,3866.19,,,293830.56,NO,,,,,,,,,,,,,,,,,,,76.00,,,,,,,42479.24,140905.30,,48.00,0.00,0.00,10.00,9.70,7893.06,34586.18,42.40,,0.00,0.00,7893.06,9.70,0.00,0.00,0.00,0.00,,,,,,,,,
P7612,Morven Manor,Morven Manor,Australian Unity Funds Management,,Retirement living,="77",TANTI AV,MORNINGTON,VIC,3931,-38.22062525,145.04499754,RL36943,Water,Retirement living,08/01/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,0.00,0.00,0.0,0.0,0.00,NO,11788.000,11788.000,155.100,155.100,,,,,,,,76.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7613,23 BARRACK ST PERTH,23 BARRACK ST PERTH,HIRE INTELLIGENCE INTERNATIONAL LIMITED,,Office,="23",BARRACK ST,PERTH,WA,6000,-31.95529000,115.85969000,OF33076,Energy,Base Building,14/09/2025,5.50,5.50,,5.8,0.00,NO,,,27728.12,19805.79,31.07,22.19,145.00,,,129637.94,NO,,,,,,,,,,,,,,,,,,,892.36,,,,,,,36010.54,0.00,,0.00,0.00,0.00,19.00,18.80,6755.34,29255.20,81.20,,0.00,0.00,6755.34,18.80,0.00,0.00,0.00,0.00,,,,,,,,,
P7622,571-575 RAGLAN PDE WARRNAMBOOL,571-575 RAGLAN PDE WARRNAMBOOL,Bendigo and Adelaide Bank Limited,,Office,="571",RAGLAN PDE,WARRNAMBOOL,VIC,3280,-38.38057375,142.48466537,OF33528,Energy,Whole Building,25/09/2025,5.00,5.00,,5.3,0.00,NO,,,67232.87,78135.49,54.01,62.77,262.00,,,327078.82,NO,,,,,,,,,,,,,,,,,,,1244.75,,,,,,,90855.23,0.00,,0.00,0.00,0.00,19.00,18.70,16972.35,73882.88,81.30,,0.00,0.00,16972.35,18.70,0.00,0.00,0.00,0.00,,,,,,,,,
P7623,110 WOOD ST MACKAY,110 WOOD ST MACKAY,Sentinel Regional Office PTY LTD ATF Sentinel Regional Office Trust,,Office,="110",WOOD ST,MACKAY,QLD,4740,-21.14389099,149.18509415,OF33377,Energy,Whole Building,07/11/2025,3.50,3.50,,3.5,0.00,NO,,,107197.73,127478.37,170.57,202.84,829.00,,,521502.44,NO,,,,,,,,,,,,,,,,,,,628.45,,,,,,,144861.79,0.00,,0.00,0.00,0.00,19.00,18.60,26945.24,117916.55,81.40,,0.00,0.00,26945.24,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P7623,110 WOOD ST MACKAY,110 WOOD ST MACKAY,Sentinel Regional Office PTY LTD ATF Sentinel Regional Office Trust,,Office,="110",WOOD ST,MACKAY,QLD,4740,-21.14389099,149.18509415,OF33377,Water,Whole Building,07/11/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,5.3,5.3,0.00,NO,170.490,170.490,0.270,0.270,,,,,,,,628.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7623,110 WOOD ST MACKAY,110 Wood Street,Sentinel Regional Office PTY LTD ATF Sentinel Regional Office Trust,,Office,="110",WOOD ST,MACKAY,QLD,4740,-21.14389099,149.18509415,OF33382,Energy,Base Building,20/07/2026,,6.00,,6.0,0.00,NO,,,54995.94,59191.64,42.70,45.96,204.00,,,263073.96,NO,,,,,,,,,,,,,,,,,,,1287.89,,,,,,,73076.10,0.00,,0.00,0.00,0.00,18.00,18.20,13297.91,59778.20,81.80,,0.00,0.00,13297.91,18.20,0.00,0.00,0.00,0.00,,,,,,,,,
P7623,110 WOOD ST MACKAY,110 Wood Street,Sentinel Regional Office PTY LTD ATF Sentinel Regional Office Trust,,Office,="110",WOOD ST,MACKAY,QLD,4740,-21.14389099,149.18509415,OF33382,Water,Base Building,20/07/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.8,4.8,0.00,NO,569.940,569.940,0.440,0.440,,,,,,,,1287.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7627,Scarborough House,Scarborough House,Department of Health and Ageing,Ground - Level 14,Office,="16",ATLANTIC ST,PHILLIP,ACT,2606,-35.34258343,149.08537966,OF35064,Energy,Tenancy,21/01/2026,4.50,4.50,,4.7,0.00,NO,,,0.00,888729.33,0.00,64.13,316.00,,,4382774.78,NO,,,,,,,,,,,,,,,,,,,13857.02,,,,,,,1217437.44,0.00,,0.00,0.00,0.00,100.00,100.00,1217437.44,0.00,0.00,,0.00,0.00,1217437.44,100.00,0.00,0.00,0.00,0.00,,,,,,,,,
P7633,49 FORREST ST GERALDTON,49 FORREST ST GERALDTON,Alpha Star Pty Ltd,,Office,="49",FORREST ST,GERALDTON,WA,6530,-28.77059670,114.61263150,OF32221,Energy,Whole Building,14/09/2025,4.00,4.00,,4.3,0.00,NO,,,116914.65,83510.46,118.01,84.29,551.00,,,546613.95,NO,,,,,,,,,,,,,,,,,,,990.73,,,,,,,151837.21,0.00,,0.00,0.00,0.00,19.00,18.70,28457.78,123379.43,81.30,,0.00,0.00,28457.78,18.70,0.00,0.00,0.00,0.00,,,,,,,,,
P7639,"Macquarie Corporate Park, Building A","Macquarie Corporate Park, Building A",Goodman Property Services (Aust) Pty Ltd,,Office,="97",WATERLOO RD,MACQUARIE PARK,NSW,2113,-33.77950603,151.12227145,OF37662,Energy,Base Building,16/03/2026,6.00,4.00,,4.0,100.00,YES,,,1850.87,361905.85,0.43,84.82,421.00,,,1796766.40,NO,,,,,,,,,,,,,,,,,,,4266.30,,,,,,,493226.00,0.00,,0.00,548.00,1.20,99.00,98.80,493226.00,0.00,0.00,,0.00,0.00,0.00,0.00,493226.00,98.80,0.00,0.00,,,,,,,,,
P7640,1 CENTENARY AV NORTHMEAD,Constitutional Hill Age Care,Australian Unity Care Services Pty Ltd,,Residential aged care,="1",CENTENARY AV,NORTHMEAD,NSW,2152,-33.78881106,150.97872963,AC36965,Water,Residential aged care,21/01/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,0.00,0.00,0.0,0.0,0.00,NO,51539.220,51539.220,1.300,1.300,,,,,,,,111.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7645,699 Bourke St,699 Bourke St,Mirvac Commercial Sub SPV Pty Ltd,,Office,="699",Bourke Street,DOCKLANDS,VIC,3008,-37.81789963,144.95113576,OF33912,Energy,Base Building,12/12/2025,6.00,5.50,,5.6,85.26,YES,,,115218.27,554623.87,6.04,29.09,204.00,,,3894619.46,NO,,,,,,,,,,,,,,,,,,,19063.20,,,,,,,510936.75,2021140.20,,51.90,883.60,0.90,47.00,47.20,510936.75,0.00,0.00,37.70,0.00,0.00,75297.65,7.00,435639.10,40.30,0.00,0.00,,,,,,,,,
P7645,699 Bourke St,699 Bourke St,Mirvac Commercial Sub SPV Pty Ltd,,Office,="699",Bourke Street,DOCKLANDS,VIC,3008,-37.81789963,144.95113576,OF33912,Water,Base Building,12/12/2025,,,,,85.26,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.7,4.7,0.00,NO,7223.470,7223.470,0.370,0.370,,,,,,,,19063.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
